subject,content,answer,sentence,cat,maincat,subcat,a_perspective_1,a_perspective_2,a_perspective_3,s_perspective_1
"Right now I am 5'1and I was 95 lbs, but now I'm 100. Does this seem like a healthy weight?","i am 13 years old, i kno i'm short!","Very. You will probably gain 10-15 more pounds ovet the next couple of years, but that is natural.","You will probably gain 10-15 more pounds ovet the next couple of years, but that is natural.",Diet & Fitness,Health,Diet & Fitness,,,,information
Skipping the reminder pills????,"So i was told by my doctor that if I didnt want my period to come, then I could skip the reminder pills....So this month I did...HOWEVER, I having been spotting continuously for about 15 days  w/ cramps that come in waves...Its like a long drawn out period.....I should have just let it come....But does n.e. one know why it happens and what I may have done wrong or misunderstood....","Your doctor was correct.  Actually, sometimes they give brides that advice so they dont have their period on their wedding day!!
 
There is even the new birth control pill...seasonale...that works on that same concept...3 months on continuious pills and a week of ""sugar pills""

Everyones bodys are different so...i know that with my body, skipping the ""sugar pills"" and starting the new pack would have the same results as you.  THe same thing happens if i accidently skip a day the week before my period, but still take the oills...i get my period early, then it stops a little and just lasts and lasts...that is our bodys way of saying ""you messed my cycle up!!""

I hope this answers your question...

Sincerely, 
Someone who has been on the pill for a million years!!",There is even the new birth control pill...,Women's Health,Health,Women's Health,,,,information
Heart Palpitations?,"Whenever I drink alcohol (except ""light"" drinks like Mikes Light, Captain Morgan and Diet Coke) my heart races really fast..This happens after big meals too! Of course I don't drink this anymore but does this happen to others?  Also whenever I lay on my left side, my heart skips a beat here and there....I am 29, 5'4, 110 lbs., not overweight but I do smoke (stupid I know)....just curious if anyone has this.  I have mentioned it to my doctor but she said my heart sounded fine, and I probably needed more thourough testing...Any Advice?  xoxoxoturtlegirl","hello, drinking does cause the heart to beat faster than normal. when i drink red wine for instance, my heart beats per minute go to at least 100-112 per minute from my usual 62 beats per minute..thats normal.  digestion also plays a part in skips and palpitations especially after big meals etc..stress and anxiety play a big role as well..you are young, and if you have a good diet and excercise, you should not really worry about any heart issues unless its heredatary or in your family, and even then, you CAN prevent it...the only way to see if there is any trouble with your heart is to get a stress test and EKG.  i would not worry as i said, you will be ok...","hello, drinking does cause the heart to beat faster than normal.",First Aid,Health,General Health Care,,,,cause
Is there an over the counter remedy for dry flakey scalp and skin for adult males?,,At the barber shops/hair cutting shops you can purchase Tea Tree Shampoo.  It works great.,It works great.,Skin Conditions,Health,Diseases & Conditions,,,,information
Do penis enlargers work?,,I highly doubt it,I highly doubt it,Men's Health,Health,Men's Health,,,,information
what is urethra?,,It is the tube that runs from your bladder to an opening at the entrance to your vagina.  The opening is smaller and is just above the larger opening.,It is the tube that runs from your bladder to an opening at the entrance to your vagina.,Women's Health,Health,Women's Health,,,,information
Are there any new types  of drugs that get you high but are NOT ILLEGAL yet?,New drugs that get you high not yet banned by the government.,"hmm if you're not into getting drunk which I'm not either, I've been finding out that my leptopril diet pills leave me feeling pretty  spun lol!","hmm if you're not into getting drunk which I'm not either, I've been finding out that my leptopril diet pills leave me feeling pretty  spun lol!",Alternative Medicine,Health,Alternative Medicine,,,,experience
What is the best appetite suppressant?,Seriously has anyone tried any that really work?,Appetite suppressants are a big con. Eating a balanced diet and keeping your blood sugar levels reasonably constant work sooooooooooooooooo much better.,Appetite suppressants are a big con.,Diet & Fitness,Health,Diet & Fitness,,,,information
Does bonding ruin teeth?,"I have bonding on my front two teeth to fill in a gap, I have decided to get braces and would like them removed.  Is this possible?","I'm a dentist.

Any dental work placed on natural tooth structure can develop decay beneath it.  So yes, bonding can ruin teeth.  Not likely, however, provided you keep your teeth clean.

To answer your second question, bonding can be removed by simply drilling the composite material off, provided the material was simply added on top of the untouched tooth beneath.",Any dental work placed on natural tooth structure can develop decay beneath it.,Dental,Health,Dental,,,,information
what component or chemical can give an antiinflammatory property?,,fluoro group in meta position will give that properity..,fluoro group in meta position will give that properity..,Alternative Medicine,Health,Alternative Medicine,,,,information
